frame,timestamp,anchor_to_bottom_lip_top,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
777,25.901688396349417,64.27357429138063,Open,Open,Open,Closed,Closed
778,25.93502390265102,64.5,Open,Open,Open,Closed,Closed
779,25.96835940895263,62.893418289985675,Open,Open,Open,Closed,Closed
780,26.001694915254237,63.706901555025894,Open,Open,Open,Closed,Closed
781,26.035030421555845,60.86314775126448,Open,Open,Closed,Closed,Closed
782,26.068365927857453,62.33143160353826,Open,Open,Closed,Closed,Closed
783,26.10170143415906,59.18177660157649,Open,Open,Closed,Closed,Closed
784,26.13503694046067,55.44032891110405,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,54.11332710978908,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,52.10228749619871,Open,Closed,Closed,Closed,Closed
787,26.235043459365492,53.57000400387193,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,55.31561430289963,Open,Closed,Closed,Closed,Closed
789,26.301714471968708,58.54601916259682,Open,Open,Closed,Closed,Closed
790,26.335049978270316,61.460392317371344,Open,Open,Closed,Closed,Closed
791,26.368385484571924,67.59580981561042,Open,Open,Open,Closed,Closed
792,26.40172099087353,70.65676771218685,Open,Open,Open,Open,Closed
793,26.43505649717514,71.79733834083774,Open,Open,Open,Open,Closed
794,26.468392003476747,68.90420770167384,Open,Open,Open,Open,Closed
795,26.501727509778355,65.60710915152806,Open,Open,Open,Closed,Closed
796,26.535063016079963,64.28365876840594,Open,Open,Open,Closed,Closed
797,26.56839852238157,57.222196744210294,Open,Open,Closed,Closed,Closed
798,26.60173402868318,62.3679981422448,Open,Open,Closed,Closed,Closed
799,26.635069534984787,61.358108957769744,Open,Open,Closed,Closed,Closed
800,26.668405041286395,57.549374662580384,Open,Open,Closed,Closed,Closed
801,26.701740547588003,51.884681445518176,Open,Closed,Closed,Closed,Closed
802,26.735076053889617,54.652393609759514,Open,Closed,Closed,Closed,Closed
803,26.768411560191225,57.59315406448165,Open,Open,Closed,Closed,Closed
804,26.80174706649283,48.62403576571611,Closed,Closed,Closed,Closed,Closed
805,26.83508257279444,49.666047580478306,Closed,Closed,Closed,Closed,Closed
806,26.868418079096045,56.8867992083226,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,60.88683002479566,Open,Open,Closed,Closed,Closed
808,26.93508909169926,68.24002233157071,Open,Open,Open,Closed,Closed
809,26.96842459800087,68.85755295106102,Open,Open,Open,Open,Closed
810,27.001760104302477,69.08737116777144,Open,Open,Open,Open,Closed
811,27.035095610604085,68.3275357934736,Open,Open,Open,Open,Closed
812,27.068431116905693,72.21514356540513,Open,Open,Open,Open,Closed
813,27.1017666232073,72.24999775379894,Open,Open,Open,Open,Closed
814,27.13510212950891,70.24138531256264,Open,Open,Open,Open,Closed
815,27.168437635810516,66.8431315835291,Open,Open,Open,Closed,Closed
816,27.201773142112124,64.94019107153446,Open,Open,Open,Closed,Closed
817,27.235108648413732,60.91048938583164,Open,Open,Closed,Closed,Closed
818,27.26844415471534,55.98480937741742,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,53.228460441139774,Open,Closed,Closed,Closed,Closed
820,27.335115167318556,51.001220188704096,Closed,Closed,Closed,Closed,Closed
821,27.368450673620163,53.10492347582468,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,52.014013260912705,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,51.62950630731941,Open,Closed,Closed,Closed,Closed
824,27.468457192524987,61.51595293995082,Open,Open,Closed,Closed,Closed
825,27.501792698826595,68.29682751628107,Open,Open,Open,Open,Closed
826,27.535128205128203,71.53732604769398,Open,Open,Open,Open,Closed
827,27.56846371142981,75.82390332854477,Open,Open,Open,Open,Open
828,27.60179921773142,72.95489085763299,Open,Open,Open,Open,Closed
829,27.635134724033023,69.1245228631241,Open,Open,Open,Open,Closed
830,27.66847023033464,69.76880312853032,Open,Open,Open,Open,Closed
831,27.70180573663625,68.66132358941786,Open,Open,Open,Open,Closed
832,27.735141242937853,65.99947747481984,Open,Open,Open,Closed,Closed
833,27.76847674923946,63.398324871680856,Open,Open,Open,Closed,Closed
834,27.80181225554107,58.64167604471229,Open,Open,Closed,Closed,Closed
835,27.835147761842677,57.333087472035466,Open,Open,Closed,Closed,Closed
836,27.868483268144285,54.8001865665148,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,56.96488456899387,Open,Closed,Closed,Closed,Closed
838,27.9351542807475,54.54117375075634,Open,Closed,Closed,Closed,Closed
839,27.96848978704911,52.53641122985073,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,53.176747417547624,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,50.816818498380584,Closed,Closed,Closed,Closed,Closed
842,28.068496305953932,55.4929924873976,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,61.87852941145604,Open,Open,Closed,Closed,Closed
844,28.135167318557148,70.34328244875184,Open,Open,Open,Open,Closed
845,28.168502824858756,69.13937060455865,Open,Open,Open,Open,Closed
846,28.201838331160364,70.57383957870493,Open,Open,Open,Open,Closed
847,28.23517383746197,70.80814778971299,Open,Open,Open,Open,Closed
848,28.26850934376358,67.26688358298046,Open,Open,Open,Closed,Closed
849,28.301844850065187,67.70139901476915,Open,Open,Open,Closed,Closed
850,28.335180356366795,66.37017402418047,Open,Open,Open,Closed,Closed
851,28.368515862668403,66.09503332777957,Open,Open,Open,Closed,Closed
852,28.40185136897001,63.28570991492445,Open,Open,Open,Closed,Closed
853,28.43518687527162,63.92873470122888,Open,Open,Open,Closed,Closed
854,28.468522381573223,60.94677123294579,Open,Open,Closed,Closed,Closed
855,28.50185788787483,59.15226027840721,Open,Open,Closed,Closed,Closed
856,28.53519339417644,61.26893807931226,Open,Open,Closed,Closed,Closed
857,28.568528900478057,61.65001925820235,Open,Open,Closed,Closed,Closed
858,28.60186440677966,59.83765660563844,Open,Open,Closed,Closed,Closed
859,28.63519991308127,63.17902860380401,Open,Open,Open,Closed,Closed
860,28.668535419382877,62.80519758685749,Open,Open,Open,Closed,Closed
861,28.701870925684485,64.73438382795074,Open,Open,Open,Closed,Closed
862,28.735206431986093,62.38113449997624,Open,Open,Closed,Closed,Closed
863,28.7685419382877,61.62630764347898,Open,Open,Closed,Closed,Closed
864,28.80187744458931,62.20259306632158,Open,Open,Closed,Closed,Closed
865,28.835212950890917,58.654512743212834,Open,Open,Closed,Closed,Closed
866,28.868548457192524,61.349505818706504,Open,Open,Closed,Closed,Closed
867,28.901883963494132,56.48412298286233,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,52.558772731852805,Open,Closed,Closed,Closed,Closed
869,28.968554976097348,53.98967785271613,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,50.637981831550334,Closed,Closed,Closed,Closed,Closed
871,29.035225988700564,50.86106307298871,Closed,Closed,Closed,Closed,Closed
872,29.06856149500217,52.51976527414342,Open,Closed,Closed,Closed,Closed
873,29.10189700130378,58.83464394881688,Open,Open,Closed,Closed,Closed
874,29.135232507605387,64.41290764223426,Open,Open,Open,Closed,Closed
875,29.168568013906995,69.45341897341316,Open,Open,Open,Open,Closed
876,29.201903520208603,70.60021512156129,Open,Open,Open,Open,Closed
877,29.23523902651021,69.99365113778185,Open,Open,Open,Open,Closed
878,29.26857453281182,68.3408740395773,Open,Open,Open,Open,Closed
879,29.301910039113427,68.96997843270944,Open,Open,Open,Open,Closed
880,29.33524554541503,65.2246413557925,Open,Open,Open,Closed,Closed
881,29.36858105171664,65.17456467392311,Open,Open,Open,Closed,Closed
882,29.40191655801825,62.7782934721108,Open,Open,Open,Closed,Closed
883,29.435252064319855,65.16390966338587,Open,Open,Open,Closed,Closed
884,29.46858757062147,58.492025776911696,Open,Open,Closed,Closed,Closed
885,29.501923076923077,60.185904376825405,Open,Open,Closed,Closed,Closed
886,29.535258583224685,57.9922736083863,Open,Open,Closed,Closed,Closed
887,29.568594089526293,53.84034234432694,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,53.556155854880544,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,52.91280000571657,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,53.97502935771501,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,57.31738071710737,Open,Open,Closed,Closed,Closed
892,29.735271621034332,68.69777868618155,Open,Open,Open,Open,Closed
893,29.76860712733594,65.62580801401961,Open,Open,Open,Closed,Closed
894,29.801942633637548,66.35388657530831,Open,Open,Open,Closed,Closed
895,29.835278139939156,70.03460956408688,Open,Open,Open,Open,Closed
896,29.868613646240764,65.66382638260714,Open,Open,Open,Closed,Closed
897,29.90194915254237,62.77476500959168,Open,Open,Open,Closed,Closed
898,29.93528465884398,68.29222011550543,Open,Open,Open,Open,Closed
899,29.968620165145587,65.89473502958528,Open,Open,Open,Closed,Closed
900,30.001955671447195,63.36999057942552,Open,Open,Open,Closed,Closed
901,30.035291177748803,62.70122686930151,Open,Open,Open,Closed,Closed
902,30.06862668405041,61.27558834105233,Open,Open,Closed,Closed,Closed
903,30.10196219035202,58.47154112437033,Open,Open,Closed,Closed,Closed
904,30.135297696653627,57.76991378635715,Open,Open,Closed,Closed,Closed
905,30.168633202955235,55.81318457941923,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,56.62401385855724,Open,Closed,Closed,Closed,Closed
907,30.23530421555845,53.23450770120091,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,52.62522131327712,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,52.34536440036944,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,52.72863042146857,Open,Closed,Closed,Closed,Closed
911,30.368646240764885,58.51897279061296,Open,Open,Closed,Closed,Closed
912,30.401981747066493,67.92828099105664,Open,Open,Open,Closed,Closed
913,30.4353172533681,64.80264345787398,Open,Open,Open,Closed,Closed
914,30.46865275966971,67.0331628305349,Open,Open,Open,Closed,Closed
915,30.501988265971317,68.4445231053532,Open,Open,Open,Open,Closed
916,30.535323772272925,63.30467470620209,Open,Open,Open,Closed,Closed
917,30.568659278574533,66.50759087424295,Open,Open,Open,Closed,Closed
918,30.60199478487614,62.36991719002751,Open,Open,Closed,Closed,Closed
919,30.63533029117775,62.6512963747781,Open,Open,Open,Closed,Closed
920,30.668665797479356,58.73448553724738,Open,Open,Closed,Closed,Closed
921,30.702001303780964,61.323591972921385,Open,Open,Closed,Closed,Closed
922,30.735336810082572,56.7769724868281,Open,Closed,Closed,Closed,Closed
923,30.76867231638418,56.65930455317664,Open,Closed,Closed,Closed,Closed
924,30.802007822685788,57.58371833425892,Open,Open,Closed,Closed,Closed
925,30.835343328987395,55.68223977623451,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,55.0851876650776,Open,Closed,Closed,Closed,Closed
927,30.90201434159061,56.26659771444676,Open,Closed,Closed,Closed,Closed
928,30.93534984789222,55.34744287667509,Open,Closed,Closed,Closed,Closed
929,30.968685354193827,54.97713801579966,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,61.27669850033537,Open,Open,Closed,Closed,Closed
931,31.035356366797043,65.53618354570605,Open,Open,Open,Closed,Closed
932,31.06869187309865,68.1543212497715,Open,Open,Open,Closed,Closed
933,31.10202737940026,71.57309340622112,Open,Open,Open,Open,Closed
934,31.135362885701863,71.67343149104117,Open,Open,Open,Open,Closed
935,31.16869839200347,73.98949853829657,Open,Open,Open,Open,Open
936,31.20203389830508,66.81694096826881,Open,Open,Open,Closed,Closed
937,31.23536940460669,67.31488203389951,Open,Open,Open,Closed,Closed
938,31.2687049109083,67.42174746511527,Open,Open,Open,Closed,Closed
939,31.30204041720991,66.89683081164483,Open,Open,Open,Closed,Closed
940,31.335375923511517,63.251721794341194,Open,Open,Open,Closed,Closed
941,31.368711429813125,60.41151031567651,Open,Open,Closed,Closed,Closed
942,31.402046936114733,59.80500765034475,Open,Open,Closed,Closed,Closed
943,31.43538244241634,59.83425988483265,Open,Open,Closed,Closed,Closed
944,31.46871794871795,58.65103397541442,Open,Open,Closed,Closed,Closed
945,31.502053455019556,56.541200593892015,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,54.94848199523808,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,54.40088734789464,Open,Closed,Closed,Closed,Closed
948,31.60205997392438,53.96565062145454,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,57.595081156588634,Open,Open,Closed,Closed,Closed
950,31.668730986527596,57.213109915419565,Open,Open,Closed,Closed,Closed
951,31.702066492829204,62.84976163720438,Open,Open,Open,Closed,Closed
952,31.73540199913081,69.07702517599584,Open,Open,Open,Open,Closed
953,31.76873750543242,70.1883248379767,Open,Open,Open,Open,Closed
954,31.802073011734027,75.86965867434907,Open,Open,Open,Open,Open
955,31.835408518035635,76.42943815580001,Open,Open,Open,Open,Open
956,31.868744024337243,71.87449755855155,Open,Open,Open,Open,Closed
957,31.90207953063885,66.49395661013187,Open,Open,Open,Closed,Closed
958,31.93541503694046,66.94582612487906,Open,Open,Open,Closed,Closed
959,31.968750543242063,65.70592025848472,Open,Open,Open,Closed,Closed
960,32.00208604954368,68.10138527849229,Open,Open,Open,Closed,Closed
961,32.03542155584528,71.70537358913877,Open,Open,Open,Open,Closed
962,32.068757062146894,64.58200168396823,Open,Open,Open,Closed,Closed
963,32.1020925684485,62.20496675905905,Open,Open,Closed,Closed,Closed
964,32.13542807475011,59.85573597195388,Open,Open,Closed,Closed,Closed
965,32.168763581051714,56.09545866716863,Open,Closed,Closed,Closed,Closed
966,32.202099087353325,53.606727999546976,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,51.111566518270806,Closed,Closed,Closed,Closed,Closed
968,32.26877009995654,53.54191284875379,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,59.94588611251439,Open,Open,Closed,Closed,Closed
970,32.33544111255976,65.53054323690202,Open,Open,Open,Closed,Closed
971,32.36877661886136,72.41540039992721,Open,Open,Open,Open,Closed
972,32.40211212516297,73.73928626016368,Open,Open,Open,Open,Closed
973,32.43544763146458,76.0000867758722,Open,Open,Open,Open,Open
974,32.46878313776619,73.45564768010784,Open,Open,Open,Open,Closed
975,32.50211864406779,71.38654347970962,Open,Open,Open,Open,Closed
976,32.535454150369404,67.8408740395773,Open,Open,Open,Closed,Closed
977,32.56878965667101,62.30500482470288,Open,Open,Closed,Closed,Closed
978,32.60212516297262,60.21920860824464,Open,Open,Closed,Closed,Closed
979,32.63546066927423,61.66971544487056,Open,Open,Closed,Closed,Closed
980,32.668796175575835,57.687360124107656,Open,Open,Closed,Closed,Closed
981,32.70213168187745,54.93466635681109,Open,Closed,Closed,Closed,Closed
982,32.73546718817905,53.72970366014603,Open,Closed,Closed,Closed,Closed
983,32.76880269448066,55.23981126357984,Open,Closed,Closed,Closed,Closed
984,32.80213820078227,52.26840560052511,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,52.41873261940792,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,47.45873092885172,Closed,Closed,Closed,Closed,Closed
987,32.902144719687094,48.53533948989622,Closed,Closed,Closed,Closed,Closed
988,32.9354802259887,51.08641876677499,Closed,Closed,Closed,Closed,Closed
989,32.96881573229031,52.35416016031584,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,50.30184550614197,Closed,Closed,Closed,Closed,Closed
991,33.035486744893525,51.07808329972046,Closed,Closed,Closed,Closed,Closed
992,33.06882225119513,54.58751318886676,Open,Closed,Closed,Closed,Closed
993,33.10215775749674,61.29726104023176,Open,Open,Closed,Closed,Closed
994,33.135493263798345,57.030314477280875,Open,Open,Closed,Closed,Closed
995,33.16882877009996,65.62866125916347,Open,Open,Open,Closed,Closed
996,33.20216427640156,66.34871242886315,Open,Open,Open,Closed,Closed
997,33.23549978270317,72.34665544478364,Open,Open,Open,Open,Closed
998,33.26883528900478,72.90083323635375,Open,Open,Open,Open,Closed
999,33.30217079530639,72.53795644693844,Open,Open,Open,Open,Closed
1000,33.33550630160799,67.28344500398018,Open,Open,Open,Closed,Closed
1001,33.368841807909604,67.09178186031689,Open,Open,Open,Closed,Closed
1002,33.40217731421121,65.19315856602624,Open,Open,Open,Closed,Closed
1003,33.43551282051282,61.66998951147302,Open,Open,Closed,Closed,Closed
1004,33.468848326814424,59.86965559779607,Open,Open,Closed,Closed,Closed
1005,33.502183833116035,58.98711882442436,Open,Open,Closed,Closed,Closed
1006,33.53551933941765,58.65513454707768,Open,Open,Closed,Closed,Closed
1007,33.56885484571925,58.87243138634199,Open,Open,Closed,Closed,Closed
1008,33.60219035202086,55.696954979613,Open,Closed,Closed,Closed,Closed
1009,33.63552585832247,54.61501675598251,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,53.696090956341656,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,57.003017595273434,Open,Open,Closed,Closed,Closed
1012,33.735532377227294,52.93602391060152,Open,Closed,Closed,Closed,Closed
1013,33.7688678835289,68.74222314997333,Open,Open,Open,Open,Closed
1014,33.80220338983051,60.915392133929565,Open,Open,Closed,Closed,Closed
1015,33.835538896132114,63.611364990562365,Open,Open,Open,Closed,Closed
1016,33.868874402433725,65.81803335752319,Open,Open,Open,Closed,Closed
1017,33.90220990873533,70.38440234286195,Open,Open,Open,Open,Closed
1018,33.93554541503694,73.47422726970018,Open,Open,Open,Open,Closed
1019,33.968880921338545,72.77515739425425,Open,Open,Open,Open,Closed
1020,34.00221642764016,70.22219176432867,Open,Open,Open,Open,Closed
1021,34.03555193394176,68.79957147837979,Open,Open,Open,Open,Closed
1022,34.06888744024337,68.74559065850823,Open,Open,Open,Open,Closed
1023,34.10222294654498,65.79360270655816,Open,Open,Open,Closed,Closed
1024,34.13555845284659,65.7305264225518,Open,Open,Open,Closed,Closed
1025,34.16889395914819,63.70720775657982,Open,Open,Open,Closed,Closed
1026,34.202229465449804,59.75696951054092,Open,Open,Closed,Closed,Closed
1027,34.23556497175141,57.799418096149566,Open,Open,Closed,Closed,Closed
1028,34.26890047805302,54.76638459885966,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,52.79219061723094,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,52.78877566692845,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,49.77231598518546,Closed,Closed,Closed,Closed,Closed
1032,34.40224250325945,49.28475559349552,Closed,Closed,Closed,Closed,Closed
1033,34.43557800956106,50.8653534419619,Closed,Closed,Closed,Closed,Closed
1034,34.46891351586267,49.92731146631888,Closed,Closed,Closed,Closed,Closed
1035,34.50224902216428,54.95449625497595,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,58.1030742569517,Open,Open,Closed,Closed,Closed
1037,34.568920034767494,60.57872632126711,Open,Open,Closed,Closed,Closed
1038,34.6022555410691,66.29014478694835,Open,Open,Open,Closed,Closed
1039,34.63559104737071,71.11368746329606,Open,Open,Open,Open,Closed
1040,34.668926553672314,70.85614584393642,Open,Open,Open,Open,Closed
1041,34.702262059973926,67.86564676895746,Open,Open,Open,Closed,Closed
1042,34.73559756627553,70.9208254270164,Open,Open,Open,Open,Closed
1043,34.76893307257714,69.980872715127,Open,Open,Open,Open,Closed
1044,34.802268578878746,68.44288530785462,Open,Open,Open,Open,Closed
1045,34.83560408518036,68.81676359156636,Open,Open,Open,Open,Closed
1046,34.86893959148196,65.23234289203265,Open,Open,Open,Closed,Closed
1047,34.90227509778357,66.37630504574557,Open,Open,Open,Closed,Closed
1048,34.93561060408518,67.38178295255246,Open,Open,Open,Closed,Closed
1049,34.96894611038679,64.32929918478787,Open,Open,Open,Closed,Closed
1050,35.00228161668839,68.04576815079278,Open,Open,Open,Closed,Closed
1051,35.035617122990004,64.08086785650639,Open,Open,Open,Closed,Closed
1052,35.06895262929161,59.04610618549941,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,57.81744474445059,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,59.304127685531455,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,61.89711141304693,Open,Open,Closed,Closed,Closed
1056,35.20229465449804,61.93311563741119,Open,Open,Closed,Closed,Closed
1057,35.23563016079965,64.40146192180617,Open,Open,Open,Closed,Closed
1058,35.268965667101256,65.67803988488225,Open,Open,Open,Closed,Closed
1059,35.30230117340287,65.59704134095357,Open,Open,Open,Closed,Closed
1060,35.33563667970447,65.08843143175501,Open,Open,Open,Closed,Closed
1061,35.36897218600608,66.11564226750527,Open,Open,Open,Closed,Closed
1062,35.402307692307694,62.76136530006182,Open,Open,Open,Closed,Closed
1063,35.4356431986093,61.30023000267441,Open,Open,Closed,Closed,Closed
1064,35.46897870491091,62.28552729928451,Open,Open,Closed,Closed,Closed
1065,35.502314211212514,56.87343141819322,Open,Closed,Closed,Closed,Closed
1066,35.535649717514126,53.417600117665,Open,Closed,Closed,Closed,Closed
1067,35.56898522381573,50.667689061348995,Closed,Closed,Closed,Closed,Closed
1068,35.60232073011734,51.6482859825566,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,45.97651986246038,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,47.53123653949461,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,55.536381045727865,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,57.400989473137926,Open,Open,Closed,Closed,Closed
1073,35.76899826162538,59.415158657769496,Open,Open,Closed,Closed,Closed
1074,35.80233376792699,62.75202400044578,Open,Open,Open,Closed,Closed
1075,35.83566927422859,68.76551972729496,Open,Open,Open,Open,Closed
1076,35.869004780530204,70.3105542127802,Open,Open,Open,Open,Closed
1077,35.90234028683181,70.41373554595668,Open,Open,Open,Open,Closed
1078,35.93567579313342,69.76449224662863,Open,Open,Open,Open,Closed
1079,35.969011299435024,66.74043134754747,Open,Open,Open,Closed,Closed
1080,36.002346805736636,67.22718260617941,Open,Open,Open,Closed,Closed
1081,36.03568231203824,65.59395925512115,Open,Open,Open,Closed,Closed
1082,36.06901781833985,64.59539898300613,Open,Open,Open,Closed,Closed
1083,36.102353324641456,65.10583415865277,Open,Open,Open,Closed,Closed
1084,36.13568883094307,62.61697378934243,Open,Open,Closed,Closed,Closed
1085,36.16902433724467,60.22567847754824,Open,Open,Closed,Closed,Closed
1086,36.20235984354628,57.57536453183663,Open,Open,Closed,Closed,Closed
1087,36.23569534984789,58.2165553686094,Open,Open,Closed,Closed,Closed
1088,36.2690308561495,56.39501226318735,Open,Closed,Closed,Closed,Closed
1089,36.30236636245111,52.584757316312654,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,56.24351568552848,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,52.31980515339464,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,51.28024342127428,Closed,Closed,Closed,Closed,Closed
1093,36.43570838765754,54.2390975168926,Open,Closed,Closed,Closed,Closed
1094,36.469043893959146,61.792816538584916,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,64.90290032531023,Open,Open,Open,Closed,Closed
1096,36.53571490656236,70.43905494487507,Open,Open,Open,Open,Closed
1097,36.56905041286397,73.47340011057577,Open,Open,Open,Open,Closed
1098,36.60238591916558,72.0970071546329,Open,Open,Open,Open,Closed
1099,36.63572142546719,71.56706109084082,Open,Open,Open,Open,Closed
1100,36.66905693176879,70.30155933457598,Open,Open,Open,Open,Closed
1101,36.702392438070405,68.82868764337442,Open,Open,Open,Open,Closed
1102,36.73572794437201,67.31750550474136,Open,Open,Open,Closed,Closed
1103,36.76906345067362,68.04458416842357,Open,Open,Open,Closed,Closed
1104,36.802398956975225,65.29962429057589,Open,Open,Open,Closed,Closed
1105,36.83573446327683,66.72716507271609,Open,Open,Open,Closed,Closed
1106,36.86906996957844,61.64719735285283,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,58.053896449411894,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,60.41145583417082,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,55.48883369589369,Open,Closed,Closed,Closed,Closed
1110,37.00241199478487,55.00082512926657,Open,Closed,Closed,Closed,Closed
1111,37.03574750108648,50.08208919100048,Closed,Closed,Closed,Closed,Closed
1112,37.06908300738809,49.88274041493199,Closed,Closed,Closed,Closed,Closed
1113,37.1024185136897,50.16965143562037,Closed,Closed,Closed,Closed,Closed
1114,37.1357540199913,51.45070241632706,Open,Closed,Closed,Closed,Closed
1115,37.169089526292915,54.99142744921886,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,58.98118314342051,Open,Open,Closed,Closed,Closed
1117,37.23576053889613,65.364534112446,Open,Open,Open,Closed,Closed
1118,37.26909604519774,69.69653786862733,Open,Open,Open,Open,Closed
1119,37.302431551499346,69.97473612738942,Open,Open,Open,Open,Closed
1120,37.33576705780096,68.81337302643412,Open,Open,Open,Open,Closed
1121,37.36910256410256,66.73186287803023,Open,Open,Open,Closed,Closed
1122,37.40243807040417,68.22222355207258,Open,Open,Open,Closed,Closed
1123,37.43577357670578,70.71437009869919,Open,Open,Open,Open,Closed
1124,37.46910908300739,67.18923287039502,Open,Open,Open,Closed,Closed
1125,37.50244458930899,68.74899905194314,Open,Open,Open,Open,Closed
1126,37.535780095610605,67.75723461499263,Open,Open,Open,Closed,Closed
1127,37.56911560191221,65.20218305369315,Open,Open,Open,Closed,Closed
1128,37.60245110821382,66.15910580481807,Open,Open,Open,Closed,Closed
1129,37.635786614515425,64.65086211328251,Open,Open,Open,Closed,Closed
1130,37.66912212081704,62.732391829889565,Open,Open,Open,Closed,Closed
1131,37.70245762711864,57.54098566707413,Open,Open,Closed,Closed,Closed
1132,37.73579313342025,57.88650756731905,Open,Open,Closed,Closed,Closed
1133,37.769128639721856,56.30962131182758,Open,Closed,Closed,Closed,Closed
1134,37.80246414602347,56.48314732671066,Open,Closed,Closed,Closed,Closed
1135,37.83579965232507,52.71064815725931,Open,Closed,Closed,Closed,Closed
1136,37.86913515862668,54.39972938493274,Open,Closed,Closed,Closed,Closed
1137,37.90247066492829,57.20292385910835,Open,Open,Closed,Closed,Closed
1138,37.9358061712299,56.32319388471394,Open,Closed,Closed,Closed,Closed
1139,37.9691416775315,59.50500294146513,Open,Open,Closed,Closed,Closed
1140,38.002477183833115,58.1436268383531,Open,Open,Closed,Closed,Closed
1141,38.03581269013472,67.07906653127839,Open,Open,Open,Closed,Closed
1142,38.06914819643633,67.64654858169882,Open,Open,Open,Closed,Closed
1143,38.10248370273794,70.27796390526746,Open,Open,Open,Open,Closed
1144,38.135819209039546,70.92600992454281,Open,Open,Open,Open,Closed
1145,38.16915471534116,70.45719558728524,Open,Open,Open,Open,Closed
1146,38.20249022164276,73.46801955168374,Open,Open,Open,Open,Closed
1147,38.23582572794437,71.27276607154442,Open,Open,Open,Open,Closed
1148,38.26916123424598,67.26033541823546,Open,Open,Open,Closed,Closed
1149,38.30249674054759,67.77264412407577,Open,Open,Open,Closed,Closed
1150,38.33583224684919,67.27327191990638,Open,Open,Open,Closed,Closed
1151,38.369167753150805,66.29682190695074,Open,Open,Open,Closed,Closed
1152,38.40250325945241,64.29151646635881,Open,Open,Open,Closed,Closed
1153,38.43583876575402,60.80027620747968,Open,Open,Closed,Closed,Closed
1154,38.469174272055625,59.10832542036744,Open,Open,Closed,Closed,Closed
1155,38.50250977835723,58.96363401323991,Open,Open,Closed,Closed,Closed
1156,38.53584528465884,57.854202965214526,Open,Open,Closed,Closed,Closed
1157,38.56918079096045,56.58581778249525,Open,Closed,Closed,Closed,Closed
1158,38.602516297262056,54.055161489069405,Open,Closed,Closed,Closed,Closed
1159,38.63585180356367,52.07772119244945,Open,Closed,Closed,Closed,Closed
1160,38.66918730986527,53.22882462276067,Open,Closed,Closed,Closed,Closed
1161,38.70252281616688,55.31326957346113,Open,Closed,Closed,Closed,Closed
1162,38.73585832246849,55.71225632387552,Open,Closed,Closed,Closed,Closed
