frame,timestamp,anchor_to_bottom_lip_bottom_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
766,25.534997827031724,74.90886991538927,Closed,Closed,Closed,Closed,Closed
767,25.56833333333333,74.05566355138481,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,79.85167665102,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,86.76553654015066,Open,Open,Closed,Closed,Closed
770,25.668339852238155,89.6796252932802,Open,Open,Closed,Closed,Closed
771,25.701675358539763,94.15531215475175,Open,Open,Open,Closed,Closed
772,25.73501086484137,100.7521456783117,Open,Open,Open,Closed,Closed
773,25.76834637114298,98.75275190378258,Open,Open,Open,Closed,Closed
774,25.801681877444587,96.66634015761674,Open,Open,Open,Closed,Closed
775,25.8350173837462,93.52293340721644,Open,Open,Closed,Closed,Closed
776,25.86835289004781,94.05411557700864,Open,Open,Open,Closed,Closed
777,25.901688396349417,91.82637233410338,Open,Open,Closed,Closed,Closed
778,25.93502390265102,90.45194721780108,Open,Open,Closed,Closed,Closed
779,25.96835940895263,88.022408612732,Open,Open,Closed,Closed,Closed
780,26.001694915254237,90.30160591000808,Open,Open,Closed,Closed,Closed
781,26.035030421555845,87.44245085593545,Open,Open,Closed,Closed,Closed
782,26.068365927857453,88.31803368051422,Open,Open,Closed,Closed,Closed
783,26.10170143415906,86.66255710159174,Open,Open,Closed,Closed,Closed
784,26.13503694046067,82.8126821696608,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,80.43017561313292,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,76.62548012300235,Open,Closed,Closed,Closed,Closed
787,26.235043459365492,78.08578037665646,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,78.90575695231655,Open,Closed,Closed,Closed,Closed
789,26.301714471968708,84.43410952016235,Open,Closed,Closed,Closed,Closed
790,26.335049978270316,89.9710683366288,Open,Open,Closed,Closed,Closed
791,26.368385484571924,97.897926077309,Open,Open,Open,Closed,Closed
792,26.40172099087353,100.44517579854111,Open,Open,Open,Closed,Closed
793,26.43505649717514,102.25558267152708,Open,Open,Open,Closed,Closed
794,26.468392003476747,99.30920302457363,Open,Open,Open,Closed,Closed
795,26.501727509778355,95.21474601494674,Open,Open,Open,Closed,Closed
796,26.535063016079963,93.75194860099656,Open,Open,Closed,Closed,Closed
797,26.56839852238157,82.84938432328686,Open,Closed,Closed,Closed,Closed
798,26.60173402868318,88.16595831809661,Open,Open,Closed,Closed,Closed
799,26.635069534984787,86.02623971273704,Open,Open,Closed,Closed,Closed
800,26.668405041286395,82.97665940288701,Open,Closed,Closed,Closed,Closed
801,26.701740547588003,76.986857778147,Open,Closed,Closed,Closed,Closed
802,26.735076053889617,79.5913618780507,Open,Closed,Closed,Closed,Closed
803,26.768411560191225,82.66847496589507,Open,Closed,Closed,Closed,Closed
804,26.80174706649283,75.12104795702723,Closed,Closed,Closed,Closed,Closed
805,26.83508257279444,74.57693998951868,Closed,Closed,Closed,Closed,Closed
806,26.868418079096045,78.77750493374725,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,86.73457360174629,Open,Open,Closed,Closed,Closed
808,26.93508909169926,96.11691702366464,Open,Open,Open,Closed,Closed
809,26.96842459800087,97.12534581286558,Open,Open,Open,Closed,Closed
810,27.001760104302477,100.26888136405978,Open,Open,Open,Closed,Closed
811,27.035095610604085,101.83269971589094,Open,Open,Open,Closed,Closed
812,27.068431116905693,101.33618822796076,Open,Open,Open,Closed,Closed
813,27.1017666232073,101.20749427916688,Open,Open,Open,Closed,Closed
814,27.13510212950891,98.37980786904308,Open,Open,Open,Closed,Closed
815,27.168437635810516,93.6068010530366,Open,Open,Closed,Closed,Closed
816,27.201773142112124,91.55142727186131,Open,Open,Closed,Closed,Closed
817,27.235108648413732,85.04041413457169,Open,Open,Closed,Closed,Closed
818,27.26844415471534,79.42920676488669,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,77.98650063524988,Open,Closed,Closed,Closed,Closed
820,27.335115167318556,78.70608208603605,Open,Closed,Closed,Closed,Closed
821,27.368450673620163,76.74888770994944,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,77.4831605275946,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,75.44662993642575,Closed,Closed,Closed,Closed,Closed
824,27.468457192524987,86.42280476368713,Open,Open,Closed,Closed,Closed
825,27.501792698826595,95.81250877475816,Open,Open,Open,Closed,Closed
826,27.535128205128203,101.67601199595612,Open,Open,Open,Closed,Closed
827,27.56846371142981,107.42567396100048,Open,Open,Open,Open,Closed
828,27.60179921773142,106.11374978400022,Open,Open,Open,Open,Closed
829,27.635134724033023,99.95139573801686,Open,Open,Open,Closed,Closed
830,27.66847023033464,100.18881390243814,Open,Open,Open,Closed,Closed
831,27.70180573663625,96.3923907427461,Open,Open,Open,Closed,Closed
832,27.735141242937853,96.32082101209367,Open,Open,Open,Closed,Closed
833,27.76847674923946,88.0330577529655,Open,Open,Closed,Closed,Closed
834,27.80181225554107,84.09616261564057,Open,Closed,Closed,Closed,Closed
835,27.835147761842677,79.34732162192587,Open,Closed,Closed,Closed,Closed
836,27.868483268144285,79.02866531921312,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,81.67657209419696,Open,Closed,Closed,Closed,Closed
838,27.9351542807475,76.97982089525524,Open,Closed,Closed,Closed,Closed
839,27.96848978704911,78.11765751751253,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,77.08017260829126,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,75.44226362770179,Closed,Closed,Closed,Closed,Closed
842,28.068496305953932,78.64466817152316,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,88.0435642345961,Open,Open,Closed,Closed,Closed
844,28.135167318557148,99.26030867759718,Open,Open,Open,Closed,Closed
845,28.168502824858756,99.82998830326557,Open,Open,Open,Closed,Closed
846,28.201838331160364,102.11864066211004,Open,Open,Open,Closed,Closed
847,28.23517383746197,101.79203333185912,Open,Open,Open,Closed,Closed
848,28.26850934376358,98.06460431968712,Open,Open,Open,Closed,Closed
849,28.301844850065187,96.38622865688956,Open,Open,Open,Closed,Closed
850,28.335180356366795,95.0606014914606,Open,Open,Open,Closed,Closed
851,28.368515862668403,93.94155455488372,Open,Open,Open,Closed,Closed
852,28.40185136897001,91.7318265937977,Open,Open,Closed,Closed,Closed
853,28.43518687527162,90.61239638077464,Open,Open,Closed,Closed,Closed
854,28.468522381573223,86.17111599104896,Open,Open,Closed,Closed,Closed
855,28.50185788787483,88.28108657076545,Open,Open,Closed,Closed,Closed
856,28.53519339417644,92.16254886533224,Open,Open,Closed,Closed,Closed
857,28.568528900478057,91.91566392231636,Open,Open,Closed,Closed,Closed
858,28.60186440677966,90.09591690685818,Open,Open,Closed,Closed,Closed
859,28.63519991308127,92.46021696479032,Open,Open,Closed,Closed,Closed
860,28.668535419382877,93.2376401330137,Open,Open,Closed,Closed,Closed
861,28.701870925684485,92.770463574432,Open,Open,Closed,Closed,Closed
862,28.735206431986093,91.83184296540328,Open,Open,Closed,Closed,Closed
863,28.7685419382877,90.05592659951537,Open,Open,Closed,Closed,Closed
864,28.80187744458931,91.7685234151634,Open,Open,Closed,Closed,Closed
865,28.835212950890917,85.33398175034824,Open,Open,Closed,Closed,Closed
866,28.868548457192524,88.27329625678598,Open,Open,Closed,Closed,Closed
867,28.901883963494132,82.69670952140201,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,71.94700286492213,Closed,Closed,Closed,Closed,Closed
869,28.968554976097348,79.96955506401177,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,77.64316024436141,Open,Closed,Closed,Closed,Closed
871,29.035225988700564,74.33839520269223,Closed,Closed,Closed,Closed,Closed
872,29.06856149500217,75.07451293700097,Closed,Closed,Closed,Closed,Closed
873,29.10189700130378,84.08535461149134,Open,Closed,Closed,Closed,Closed
874,29.135232507605387,93.26171398338582,Open,Open,Closed,Closed,Closed
875,29.168568013906995,98.49890975795502,Open,Open,Open,Closed,Closed
876,29.201903520208603,102.09565830793872,Open,Open,Open,Closed,Closed
877,29.23523902651021,100.47600871040416,Open,Open,Open,Closed,Closed
878,29.26857453281182,98.0326517924002,Open,Open,Open,Closed,Closed
879,29.301910039113427,98.6502947471932,Open,Open,Open,Closed,Closed
880,29.33524554541503,94.92151841165308,Open,Open,Open,Closed,Closed
881,29.36858105171664,91.93363077952262,Open,Open,Closed,Closed,Closed
882,29.40191655801825,88.43543892366708,Open,Open,Closed,Closed,Closed
883,29.435252064319855,93.32141301026788,Open,Open,Closed,Closed,Closed
884,29.46858757062147,83.89504388736748,Open,Closed,Closed,Closed,Closed
885,29.501923076923077,85.59498631209581,Open,Open,Closed,Closed,Closed
886,29.535258583224685,83.4356258025623,Open,Closed,Closed,Closed,Closed
887,29.568594089526293,80.90335834651586,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,80.30954624660289,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,81.06027963238304,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,78.94616562004511,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,84.62877281643944,Open,Closed,Closed,Closed,Closed
892,29.735271621034332,97.18689405903277,Open,Open,Open,Closed,Closed
893,29.76860712733594,94.59455347501876,Open,Open,Open,Closed,Closed
894,29.801942633637548,98.68831151022944,Open,Open,Open,Closed,Closed
895,29.835278139939156,102.20871397284908,Open,Open,Open,Closed,Closed
896,29.868613646240764,97.48701065820109,Open,Open,Open,Closed,Closed
897,29.90194915254237,94.05546324177824,Open,Open,Open,Closed,Closed
898,29.93528465884398,98.57307505460548,Open,Open,Open,Closed,Closed
899,29.968620165145587,94.03467996674397,Open,Open,Open,Closed,Closed
900,30.001955671447195,92.48340192166448,Open,Open,Closed,Closed,Closed
901,30.035291177748803,89.48754112141104,Open,Open,Closed,Closed,Closed
902,30.06862668405041,88.16595831809661,Open,Open,Closed,Closed,Closed
903,30.10196219035202,84.31458546452191,Open,Closed,Closed,Closed,Closed
904,30.135297696653627,83.95905010678754,Open,Closed,Closed,Closed,Closed
905,30.168633202955235,82.4102974493431,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,83.77467377331097,Open,Closed,Closed,Closed,Closed
907,30.23530421555845,81.48257428958735,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,78.7775899977739,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,77.15277240387866,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,79.57924755015598,Open,Closed,Closed,Closed,Closed
911,30.368646240764885,85.01208440432916,Open,Open,Closed,Closed,Closed
912,30.401981747066493,96.38269639154667,Open,Open,Open,Closed,Closed
913,30.4353172533681,91.03752184942698,Open,Open,Closed,Closed,Closed
914,30.46865275966971,98.17825633786448,Open,Open,Open,Closed,Closed
915,30.501988265971317,99.38488680021231,Open,Open,Open,Closed,Closed
916,30.535323772272925,92.98500431469478,Open,Open,Closed,Closed,Closed
917,30.568659278574533,97.92451332852455,Open,Open,Open,Closed,Closed
918,30.60199478487614,91.27338439159789,Open,Open,Closed,Closed,Closed
919,30.63533029117775,92.80654903982976,Open,Open,Closed,Closed,Closed
920,30.668665797479356,85.91943832268754,Open,Open,Closed,Closed,Closed
921,30.702001303780964,89.71548056588665,Open,Open,Closed,Closed,Closed
922,30.735336810082572,83.86051131937909,Open,Closed,Closed,Closed,Closed
923,30.76867231638418,84.55547977316152,Open,Closed,Closed,Closed,Closed
924,30.802007822685788,81.14201763346391,Open,Closed,Closed,Closed,Closed
925,30.835343328987395,81.7686266556812,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,80.47460781321456,Open,Closed,Closed,Closed,Closed
927,30.90201434159061,84.85539490844182,Open,Open,Closed,Closed,Closed
928,30.93534984789222,75.54521096406754,Closed,Closed,Closed,Closed,Closed
929,30.968685354193827,77.9193489943092,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,91.44454179831664,Open,Open,Closed,Closed,Closed
931,31.035356366797043,95.06865071441928,Open,Open,Open,Closed,Closed
932,31.06869187309865,100.03360036892452,Open,Open,Open,Closed,Closed
933,31.10202737940026,102.96598754927945,Open,Open,Open,Closed,Closed
934,31.135362885701863,103.60269080377188,Open,Open,Open,Open,Closed
935,31.16869839200347,106.91375104791244,Open,Open,Open,Open,Closed
936,31.20203389830508,97.77440196913432,Open,Open,Open,Closed,Closed
937,31.23536940460669,98.0441411453971,Open,Open,Open,Closed,Closed
938,31.2687049109083,98.97824035349107,Open,Open,Open,Closed,Closed
939,31.30204041720991,97.73209680311612,Open,Open,Open,Closed,Closed
940,31.335375923511517,90.89477695056247,Open,Open,Closed,Closed,Closed
941,31.368711429813125,86.41955036695663,Open,Open,Closed,Closed,Closed
942,31.402046936114733,86.39251913035001,Open,Open,Closed,Closed,Closed
943,31.43538244241634,86.43461456981555,Open,Open,Closed,Closed,Closed
944,31.46871794871795,84.47517320051446,Open,Closed,Closed,Closed,Closed
945,31.502053455019556,81.58503609889824,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,80.39132136139824,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,80.42952545467685,Open,Closed,Closed,Closed,Closed
948,31.60205997392438,81.1777758008788,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,84.37505351532481,Open,Closed,Closed,Closed,Closed
950,31.668730986527596,84.14716997834802,Open,Closed,Closed,Closed,Closed
951,31.702066492829204,89.68077013063949,Open,Open,Closed,Closed,Closed
952,31.73540199913081,97.59842696597173,Open,Open,Open,Closed,Closed
953,31.76873750543242,99.87274870784736,Open,Open,Open,Closed,Closed
954,31.802073011734027,107.69098716437428,Open,Open,Open,Open,Closed
955,31.835408518035635,108.26011771902556,Open,Open,Open,Open,Closed
956,31.868744024337243,101.90443173500104,Open,Open,Open,Closed,Closed
957,31.90207953063885,95.14107045927987,Open,Open,Open,Closed,Closed
958,31.93541503694046,95.7478985889814,Open,Open,Open,Closed,Closed
959,31.968750543242063,93.95073587938948,Open,Open,Open,Closed,Closed
960,32.00208604954368,96.06958267478412,Open,Open,Open,Closed,Closed
961,32.03542155584528,96.17550011439008,Open,Open,Open,Closed,Closed
962,32.068757062146894,91.32535415702364,Open,Open,Closed,Closed,Closed
963,32.1020925684485,89.41688673631299,Open,Open,Closed,Closed,Closed
964,32.13542807475011,87.5962890019251,Open,Open,Closed,Closed,Closed
965,32.168763581051714,86.90028170028273,Open,Open,Closed,Closed,Closed
966,32.202099087353325,82.93281121437863,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,77.52128897119704,Open,Closed,Closed,Closed,Closed
968,32.26877009995654,81.15013032213912,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,86.77741906701044,Open,Open,Closed,Closed,Closed
970,32.33544111255976,91.9506085041428,Open,Open,Closed,Closed,Closed
971,32.36877661886136,103.29628079743289,Open,Open,Open,Open,Closed
972,32.40211212516297,104.08397138014628,Open,Open,Open,Open,Closed
973,32.43544763146458,107.36245517889245,Open,Open,Open,Open,Closed
974,32.46878313776619,101.21952271640808,Open,Open,Open,Closed,Closed
975,32.50211864406779,101.2430051006436,Open,Open,Open,Closed,Closed
976,32.535454150369404,96.40101393739153,Open,Open,Open,Closed,Closed
977,32.56878965667101,91.85171185378115,Open,Open,Closed,Closed,Closed
978,32.60212516297262,88.67999559355785,Open,Open,Closed,Closed,Closed
979,32.63546066927423,88.27049819919395,Open,Open,Closed,Closed,Closed
980,32.668796175575835,83.26055962422718,Open,Closed,Closed,Closed,Closed
981,32.70213168187745,81.75871785956195,Open,Closed,Closed,Closed,Closed
982,32.73546718817905,77.88155850182649,Open,Closed,Closed,Closed,Closed
983,32.76880269448066,80.36163305179238,Open,Closed,Closed,Closed,Closed
984,32.80213820078227,79.07049191027751,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,79.45430812327562,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,74.32521607214667,Closed,Closed,Closed,Closed,Closed
987,32.902144719687094,75.97229463578252,Open,Closed,Closed,Closed,Closed
988,32.9354802259887,76.80656509939226,Open,Closed,Closed,Closed,Closed
989,32.96881573229031,79.26330833484168,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,76.38226488747692,Open,Closed,Closed,Closed,Closed
991,33.035486744893525,74.2540386733778,Closed,Closed,Closed,Closed,Closed
992,33.06882225119513,80.0361213600618,Open,Closed,Closed,Closed,Closed
993,33.10215775749674,85.16078759293345,Open,Open,Closed,Closed,Closed
994,33.135493263798345,83.15981613201939,Open,Closed,Closed,Closed,Closed
995,33.16882877009996,95.30843922131226,Open,Open,Open,Closed,Closed
996,33.20216427640156,96.84086538883554,Open,Open,Open,Closed,Closed
997,33.23549978270317,102.06540601291432,Open,Open,Open,Closed,Closed
998,33.26883528900478,103.2908218668887,Open,Open,Open,Open,Closed
999,33.30217079530639,102.77117820771495,Open,Open,Open,Closed,Closed
1000,33.33550630160799,97.00378008646176,Open,Open,Open,Closed,Closed
1001,33.368841807909604,96.39254152653612,Open,Open,Open,Closed,Closed
1002,33.40217731421121,93.92838180090445,Open,Open,Open,Closed,Closed
1003,33.43551282051282,90.31216677033252,Open,Open,Closed,Closed,Closed
1004,33.468848326814424,86.92516501983394,Open,Open,Closed,Closed,Closed
1005,33.502183833116035,86.37612911395752,Open,Open,Closed,Closed,Closed
1006,33.53551933941765,84.8406665524541,Open,Open,Closed,Closed,Closed
1007,33.56885484571925,84.83026904312167,Open,Open,Closed,Closed,Closed
1008,33.60219035202086,84.76787723936341,Open,Open,Closed,Closed,Closed
1009,33.63552585832247,83.72576425276844,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,81.12445409005554,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,82.75985748894163,Open,Closed,Closed,Closed,Closed
1012,33.735532377227294,77.76782288605514,Open,Closed,Closed,Closed,Closed
1013,33.7688678835289,97.08891120290062,Open,Open,Open,Closed,Closed
1014,33.80220338983051,84.26740527379835,Open,Closed,Closed,Closed,Closed
1015,33.835538896132114,90.19571435786182,Open,Open,Closed,Closed,Closed
1016,33.868874402433725,93.65380444796745,Open,Open,Closed,Closed,Closed
1017,33.90220990873533,98.55075309577998,Open,Open,Open,Closed,Closed
1018,33.93554541503694,102.85271227939964,Open,Open,Open,Closed,Closed
1019,33.968880921338545,103.68877292336026,Open,Open,Open,Open,Closed
1020,34.00221642764016,100.75172427690224,Open,Open,Open,Closed,Closed
1021,34.03555193394176,98.51685323046551,Open,Open,Open,Closed,Closed
1022,34.06888744024337,97.62840699660568,Open,Open,Open,Closed,Closed
1023,34.10222294654498,94.01841952967334,Open,Open,Open,Closed,Closed
1024,34.13555845284659,94.32709125294323,Open,Open,Open,Closed,Closed
1025,34.16889395914819,91.05323224999044,Open,Open,Closed,Closed,Closed
1026,34.202229465449804,86.37175063537161,Open,Open,Closed,Closed,Closed
1027,34.23556497175141,85.52881278367795,Open,Open,Closed,Closed,Closed
1028,34.26890047805302,81.97086426446728,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,80.05705726124614,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,78.87207737599383,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,78.32185983909096,Open,Closed,Closed,Closed,Closed
1032,34.40224250325945,73.68618191108767,Closed,Closed,Closed,Closed,Closed
1033,34.43557800956106,73.61991389572887,Closed,Closed,Closed,Closed,Closed
1034,34.46891351586267,73.85005091874947,Closed,Closed,Closed,Closed,Closed
1035,34.50224902216428,78.97471552534182,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,83.24596753211875,Open,Closed,Closed,Closed,Closed
1037,34.568920034767494,86.53005910635802,Open,Open,Closed,Closed,Closed
1038,34.6022555410691,95.10056856085409,Open,Open,Open,Closed,Closed
1039,34.63559104737071,100.75877828842208,Open,Open,Open,Closed,Closed
1040,34.668926553672314,102.61210427133926,Open,Open,Open,Closed,Closed
1041,34.702262059973926,98.64559412353287,Open,Open,Open,Closed,Closed
1042,34.73559756627553,103.1913092595822,Open,Open,Open,Open,Closed
1043,34.76893307257714,100.5692153595348,Open,Open,Open,Closed,Closed
1044,34.802268578878746,97.50881506747469,Open,Open,Open,Closed,Closed
1045,34.83560408518036,97.67236502045104,Open,Open,Open,Closed,Closed
1046,34.86893959148196,94.39207099591655,Open,Open,Open,Closed,Closed
1047,34.90227509778357,96.86941438434036,Open,Open,Open,Closed,Closed
1048,34.93561060408518,96.19791459236012,Open,Open,Open,Closed,Closed
1049,34.96894611038679,91.8529460315184,Open,Open,Closed,Closed,Closed
1050,35.00228161668839,96.55270706642386,Open,Open,Open,Closed,Closed
1051,35.035617122990004,93.6223899531375,Open,Open,Closed,Closed,Closed
1052,35.06895262929161,87.1655134892114,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,84.76825187912388,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,85.67501540360536,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,87.53908117258592,Open,Open,Closed,Closed,Closed
1056,35.20229465449804,90.892457140141,Open,Open,Closed,Closed,Closed
1057,35.23563016079965,92.76079171778338,Open,Open,Closed,Closed,Closed
1058,35.268965667101256,96.03521978651682,Open,Open,Open,Closed,Closed
1059,35.30230117340287,97.46190237647792,Open,Open,Open,Closed,Closed
1060,35.33563667970447,94.81845536580832,Open,Open,Open,Closed,Closed
1061,35.36897218600608,94.22633939303614,Open,Open,Open,Closed,Closed
1062,35.402307692307694,89.19651445523954,Open,Open,Closed,Closed,Closed
1063,35.4356431986093,86.80466175574749,Open,Open,Closed,Closed,Closed
1064,35.46897870491091,87.19885025246458,Open,Open,Closed,Closed,Closed
1065,35.502314211212514,83.43064672254783,Open,Closed,Closed,Closed,Closed
1066,35.535649717514126,82.13469730182206,Open,Closed,Closed,Closed,Closed
1067,35.56898522381573,78.55310990430006,Open,Closed,Closed,Closed,Closed
1068,35.60232073011734,78.33764991477321,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,72.19085696515226,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,71.66236891380646,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,83.18241531211817,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,82.25969374370328,Open,Closed,Closed,Closed,Closed
1073,35.76899826162538,86.0878716714714,Open,Open,Closed,Closed,Closed
1074,35.80233376792699,89.72499739962144,Open,Open,Closed,Closed,Closed
1075,35.83566927422859,98.71859627021306,Open,Open,Open,Closed,Closed
1076,35.869004780530204,99.81358884847064,Open,Open,Open,Closed,Closed
1077,35.90234028683181,101.03715321162788,Open,Open,Open,Closed,Closed
1078,35.93567579313342,100.1790529156634,Open,Open,Open,Closed,Closed
1079,35.969011299435024,98.13854895293,Open,Open,Open,Closed,Closed
1080,36.002346805736636,95.72011302007697,Open,Open,Open,Closed,Closed
1081,36.03568231203824,94.47671699944463,Open,Open,Open,Closed,Closed
1082,36.06901781833985,94.0542155519508,Open,Open,Open,Closed,Closed
1083,36.102353324641456,93.84249525093604,Open,Open,Closed,Closed,Closed
1084,36.13568883094307,90.15228768418967,Open,Open,Closed,Closed,Closed
1085,36.16902433724467,89.36814643593766,Open,Open,Closed,Closed,Closed
1086,36.20235984354628,84.05157878185418,Open,Closed,Closed,Closed,Closed
1087,36.23569534984789,84.63055277685906,Open,Closed,Closed,Closed,Closed
1088,36.2690308561495,85.87593661792775,Open,Open,Closed,Closed,Closed
1089,36.30236636245111,81.64734468262503,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,81.03715709492391,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,78.72126177285165,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,75.70459545977124,Open,Closed,Closed,Closed,Closed
1093,36.43570838765754,76.82459623151433,Open,Closed,Closed,Closed,Closed
1094,36.469043893959146,86.7485716281467,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,92.47966292923792,Open,Open,Closed,Closed,Closed
1096,36.53571490656236,101.31829123768613,Open,Open,Open,Closed,Closed
1097,36.56905041286397,103.16553204520032,Open,Open,Open,Open,Closed
1098,36.60238591916558,100.29813809355228,Open,Open,Open,Closed,Closed
1099,36.63572142546719,101.239634892665,Open,Open,Open,Closed,Closed
1100,36.66905693176879,99.94123474772998,Open,Open,Open,Closed,Closed
1101,36.702392438070405,97.13106897025833,Open,Open,Open,Closed,Closed
1102,36.73572794437201,96.47042722920295,Open,Open,Open,Closed,Closed
1103,36.76906345067362,96.07555295032284,Open,Open,Open,Closed,Closed
1104,36.802398956975225,92.71179571171749,Open,Open,Closed,Closed,Closed
1105,36.83573446327683,94.89281242936698,Open,Open,Open,Closed,Closed
1106,36.86906996957844,89.97060319260224,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,84.12218161333365,Open,Closed,Closed,Closed,Closed
1108,36.935740982181656,88.65479672814192,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,86.39031157523353,Open,Open,Closed,Closed,Closed
1110,37.00241199478487,85.8762922892849,Open,Open,Closed,Closed,Closed
1111,37.03574750108648,79.21981351770563,Open,Closed,Closed,Closed,Closed
1112,37.06908300738809,77.14871212542428,Open,Closed,Closed,Closed,Closed
1113,37.1024185136897,76.58460341717416,Open,Closed,Closed,Closed,Closed
1114,37.1357540199913,74.8522084954565,Closed,Closed,Closed,Closed,Closed
1115,37.169089526292915,77.94054282170009,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,85.20271446841073,Open,Open,Closed,Closed,Closed
1117,37.23576053889613,93.77441243047272,Open,Open,Closed,Closed,Closed
1118,37.26909604519774,99.83146687370382,Open,Open,Open,Closed,Closed
1119,37.302431551499346,101.7472702985026,Open,Open,Open,Closed,Closed
1120,37.33576705780096,99.8339381157654,Open,Open,Open,Closed,Closed
1121,37.36910256410256,97.7884293479387,Open,Open,Open,Closed,Closed
1122,37.40243807040417,97.35534489937352,Open,Open,Open,Closed,Closed
1123,37.43577357670578,99.79175883693978,Open,Open,Open,Closed,Closed
1124,37.46910908300739,96.25101937635677,Open,Open,Open,Closed,Closed
1125,37.50244458930899,100.51521934513258,Open,Open,Open,Closed,Closed
1126,37.535780095610605,98.059750446586,Open,Open,Open,Closed,Closed
1127,37.56911560191221,94.4348713998058,Open,Open,Open,Closed,Closed
1128,37.60245110821382,94.3411859383852,Open,Open,Open,Closed,Closed
1129,37.635786614515425,92.71068921731768,Open,Open,Closed,Closed,Closed
1130,37.66912212081704,91.2384621223514,Open,Open,Closed,Closed,Closed
1131,37.70245762711864,83.07442349171075,Open,Closed,Closed,Closed,Closed
1132,37.73579313342025,88.93092080697207,Open,Open,Closed,Closed,Closed
1133,37.769128639721856,86.38654613918095,Open,Open,Closed,Closed,Closed
1134,37.80246414602347,87.59698177859731,Open,Open,Closed,Closed,Closed
1135,37.83579965232507,82.47319410396996,Open,Closed,Closed,Closed,Closed
1136,37.86913515862668,83.25148620548481,Open,Closed,Closed,Closed,Closed
1137,37.90247066492829,83.57045510668561,Open,Closed,Closed,Closed,Closed
1138,37.9358061712299,81.2602721961318,Open,Closed,Closed,Closed,Closed
1139,37.9691416775315,84.49835746401422,Open,Closed,Closed,Closed,Closed
1140,38.002477183833115,82.48534293836792,Open,Closed,Closed,Closed,Closed
1141,38.03581269013472,94.88819859489332,Open,Open,Open,Closed,Closed
1142,38.06914819643633,95.1697171855756,Open,Open,Open,Closed,Closed
1143,38.10248370273794,98.5202809046524,Open,Open,Open,Closed,Closed
1144,38.135819209039546,101.08367534152912,Open,Open,Open,Closed,Closed
1145,38.16915471534116,100.70701787564848,Open,Open,Open,Closed,Closed
1146,38.20249022164276,103.47362986153048,Open,Open,Open,Open,Closed
1147,38.23582572794437,102.31965031387584,Open,Open,Open,Closed,Closed
1148,38.26916123424598,98.08986578880705,Open,Open,Open,Closed,Closed
