frame,t_rel,t_abs,mar,delta_mar,mar_bp,nose_lip_dist,delta_nose_lip_dist,chin_lip_dist,delta_chin_lip_dist,valid
72,2.400099,,0.048073,0.000950,-0.043361,112.876648,-0.795746,156.299362,-0.785889,1
73,2.433433,,0.041186,-0.006887,-0.047096,111.689392,-1.187256,155.902130,-0.397232,1
74,2.466768,,0.058255,0.017069,-0.050752,113.732445,2.043053,156.188766,0.286636,1
75,2.500103,,0.047906,-0.010349,-0.054865,112.632790,-1.099655,156.052307,-0.136459,1
76,2.533437,,0.031868,-0.016038,-0.060018,108.116074,-4.516716,156.302536,0.250229,1
77,2.566772,,0.035273,0.003405,-0.066419,110.735291,2.619217,155.980331,-0.322205,1
78,2.600107,,0.054061,0.018788,-0.073618,112.544533,1.809242,158.412430,2.432098,1
79,2.633441,,0.058643,0.004581,-0.080087,113.589066,1.044533,159.857635,1.445206,1
80,2.666776,,0.061986,0.003343,-0.083211,113.869041,0.279976,161.242767,1.385132,1
81,2.700111,,0.053610,-0.008375,-0.079656,114.093315,0.224274,160.352142,-0.890625,1
82,2.733446,,0.077748,0.024137,-0.065793,113.453323,-0.639992,164.212769,3.860626,1
83,2.766780,,0.113228,0.035480,-0.039819,118.452583,4.999260,163.428391,-0.784378,1
84,2.800115,,0.131243,0.018015,-0.001991,119.750580,1.297997,164.573853,1.145462,1
85,2.833450,,0.158081,0.026838,0.044601,120.199661,0.449081,164.794022,0.220169,1
86,2.866784,,0.211866,0.053786,0.093492,121.211189,1.011528,162.091873,-2.702148,1
87,2.900119,,0.301108,0.089241,0.136927,122.475166,1.263977,163.469650,1.377777,1
88,2.933454,,0.391633,0.090526,0.166803,123.053352,0.578186,160.418045,-3.051605,1
89,2.966788,,0.422717,0.031084,0.178129,127.240059,4.186707,158.855469,-1.562576,1
90,3.000123,,0.331579,-0.091138,0.169344,127.764130,0.524071,157.203873,-1.651596,1
91,3.033458,,0.281151,-0.050428,0.142399,124.749161,-3.014969,159.176956,1.973083,1
92,3.066793,,0.238805,-0.042346,0.103246,128.713562,3.964401,162.152649,2.975693,1
93,3.100127,,0.196464,-0.042341,0.058426,129.154099,0.440536,164.762680,2.610031,1
94,3.133462,,0.210567,0.014103,0.014328,132.046295,2.892197,162.545395,-2.217285,1
95,3.166797,,0.165011,-0.045556,-0.024038,127.118721,-4.927574,159.510788,-3.034607,1
96,3.200131,,0.160103,-0.004908,-0.053299,128.792282,1.673561,153.526505,-5.984283,1
97,3.233466,,0.112610,-0.047493,-0.071060,122.557892,-6.234390,154.140854,0.614349,1
98,3.266801,,0.123556,0.010946,-0.076700,123.705162,1.147270,153.651199,-0.489655,1
99,3.300135,,0.122013,-0.001543,-0.070353,122.372231,-1.332932,145.535019,-8.116180,1
100,3.333470,,0.109253,-0.012760,-0.053227,117.050980,-5.321251,137.808670,-7.726349,1
101,3.366805,,0.114421,0.005168,-0.028744,118.628044,1.577065,143.754669,5.945999,1
102,3.400140,,0.112895,-0.001527,-0.001482,119.320122,0.692078,154.522278,10.767609,1
103,3.433474,,0.214648,0.101753,0.022859,129.285324,9.965202,160.596939,6.074661,1
104,3.466809,,0.267111,0.052463,0.039135,134.092438,4.807114,163.726715,3.129776,1
105,3.500144,,0.304880,0.037769,0.044096,131.942978,-2.149460,164.880325,1.153610,1
106,3.533478,,0.218295,-0.086585,0.037078,124.909355,-7.033623,166.238556,1.358231,1
107,3.566813,,0.124450,-0.093845,0.021070,122.524933,-2.384422,168.484085,2.245529,1
108,3.600148,,0.090456,-0.033993,0.000563,121.766075,-0.758858,165.823868,-2.660217,1
109,3.633482,,0.124240,0.033784,-0.019386,118.474884,-3.291191,165.561462,-0.262405,1
110,3.666817,,0.207908,0.083668,-0.034617,121.923561,3.448677,165.108795,-0.452667,1
111,3.700152,,0.132022,-0.075886,-0.042516,118.151520,-3.772041,167.754852,2.646057,1
112,3.733487,,0.107336,-0.024687,-0.041826,117.073006,-1.078514,167.134628,-0.620224,1
113,3.766821,,0.098510,-0.008826,-0.033332,114.745186,-2.327820,166.510834,-0.623795,1
114,3.800156,,0.102124,0.003615,-0.018926,114.559975,-0.185211,164.269531,-2.241302,1
115,3.833491,,0.160235,0.058110,-0.001590,119.544739,4.984764,162.213745,-2.055786,1
116,3.866825,,0.129240,-0.030995,0.014926,119.747322,0.202583,160.533096,-1.680649,1
117,3.900160,,0.161862,0.032623,0.027123,121.180832,1.433510,159.245728,-1.287369,1
118,3.933495,,0.174647,0.012785,0.032068,125.343452,4.162621,160.663834,1.418106,1
119,3.966830,,0.173247,-0.001400,0.028708,127.855545,2.512093,160.675858,0.012024,1
120,4.000164,,0.140101,-0.033146,0.017532,128.319641,0.464096,163.941528,3.265671,1
121,4.033499,,0.116791,-0.023310,0.000506,128.450577,0.130936,165.616974,1.675446,1
122,4.066834,,0.083593,-0.033198,-0.019085,125.472748,-2.977829,164.662521,-0.954453,1
123,4.100168,,0.063264,-0.020329,-0.038001,122.474388,-2.998360,164.594025,-0.068497,1
124,4.133503,,0.047934,-0.015330,-0.053401,117.774368,-4.700020,162.923615,-1.670410,1
125,4.166838,,0.041086,-0.006848,-0.063671,120.041946,2.267578,163.238647,0.315033,1
126,4.200172,,0.034475,-0.006611,-0.068198,117.503113,-2.538834,162.210190,-1.028458,1
127,4.233507,,0.030044,-0.004431,-0.067026,115.671104,-1.832008,163.489929,1.279739,1
128,4.266842,,0.053207,0.023164,-0.060899,114.441940,-1.229164,167.056091,3.566162,1
129,4.300177,,0.047370,-0.005837,-0.050405,112.435471,-2.006470,167.970505,0.914413,1
130,4.333511,,0.054781,0.007411,-0.035940,109.767769,-2.667702,167.380447,-0.590057,1
131,4.366846,,0.042532,-0.012250,-0.018152,105.282608,-4.485161,164.862213,-2.518234,1
132,4.400181,,0.096725,0.054193,0.002105,107.941490,2.658882,163.676117,-1.186096,1
133,4.433515,,0.102874,0.006149,0.023363,108.828224,0.886734,163.952469,0.276352,1
134,4.466850,,0.109481,0.006607,0.043457,112.908463,4.080238,162.646820,-1.305649,1
135,4.500185,,0.148297,0.038816,0.059914,119.275017,6.366554,159.043533,-3.603287,1
136,4.533519,,0.167210,0.018913,0.070167,121.510361,2.235344,159.756516,0.712982,1
137,4.566854,,0.142711,-0.024499,0.072728,125.321304,3.810944,159.553558,-0.202957,1
138,4.600189,,0.123183,-0.019528,0.067159,123.437416,-1.883888,160.036423,0.482864,1
139,4.633524,,0.176682,0.053499,0.054254,131.600922,8.163506,163.239487,3.203064,1
140,4.666858,,0.106432,-0.070250,0.036448,128.619965,-2.980957,169.497314,6.257828,1
141,4.700193,,0.079091,-0.027341,0.016627,126.192467,-2.427498,172.209595,2.712280,1
142,4.733528,,0.058353,-0.020738,-0.002244,122.722191,-3.470276,170.752884,-1.456711,1
143,4.766862,,0.038183,-0.020171,-0.018012,118.575493,-4.146698,165.517944,-5.234940,1
144,4.800197,,0.044411,0.006228,-0.029669,124.480194,5.904701,162.566650,-2.951294,1
145,4.833532,,0.042958,-0.001453,-0.037188,119.544991,-4.935204,165.897720,3.331070,1
146,4.866866,,0.041040,-0.001918,-0.041416,121.192642,1.647652,166.483337,0.585617,1
147,4.900201,,0.024487,-0.016553,-0.043073,118.939857,-2.252785,166.101120,-0.382217,1
148,4.933536,,0.026758,0.002271,-0.042322,119.224945,0.285088,169.880112,3.778992,1
149,4.966871,,0.041792,0.015034,-0.038719,116.111938,-3.113007,169.627258,-0.252853,1
150,5.000205,,0.063666,0.021873,-0.031233,116.311340,0.199402,169.214539,-0.412720,1
151,5.033540,,0.054792,-0.008874,-0.018708,110.046776,-6.264565,166.545105,-2.669434,1
152,5.066875,,0.036091,-0.018701,-0.001031,107.128174,-2.918602,165.397430,-1.147675,1
153,5.100209,,0.068408,0.032317,0.020690,107.923035,0.794861,164.529022,-0.868408,1
154,5.133544,,0.112112,0.043704,0.043759,117.065277,9.142242,160.010345,-4.518677,1
155,5.166879,,0.156027,0.043915,0.064304,118.437210,1.371933,156.341690,-3.668655,1
156,5.200213,,0.165583,0.009557,0.078475,120.704636,2.267426,157.061661,0.719971,1
157,5.233548,,0.187626,0.022042,0.083178,124.347252,3.642616,159.930206,2.868546,1
158,5.266883,,0.134541,-0.053085,0.077786,129.763763,5.416512,164.955414,5.025208,1
159,5.300218,,0.154297,0.019756,0.063539,130.646439,0.882675,168.416931,3.461517,1
160,5.333552,,0.095836,-0.058462,0.043272,134.694382,4.047943,171.761658,3.344727,1
161,5.366887,,0.087663,-0.008173,0.020876,131.628754,-3.065628,171.877182,0.115524,1
162,5.400222,,0.079979,-0.007683,-0.000326,128.777176,-2.851578,171.804428,-0.072754,1
163,5.433556,,0.039796,-0.040183,-0.017974,125.593697,-3.183479,166.502869,-5.301559,1
164,5.466891,,0.036359,-0.003437,-0.031344,123.648972,-1.944725,168.449631,1.946762,1
165,5.500226,,0.045347,0.008988,-0.040787,122.193359,-1.455612,168.806198,0.356567,1
166,5.533560,,0.035315,-0.010032,-0.047114,121.270294,-0.923065,169.971115,1.164917,1
167,5.566895,,0.038178,0.002864,-0.051047,120.735275,-0.535019,166.527771,-3.443344,1
168,5.600230,,0.032536,-0.005643,-0.052452,119.172974,-1.562302,170.059555,3.531784,1
169,5.633565,,0.038874,0.006339,-0.050302,121.107071,1.934097,170.486862,0.427307,1
170,5.666899,,0.030640,-0.008234,-0.043466,120.652542,-0.454529,168.375916,-2.110947,1
171,5.700234,,0.028198,-0.002442,-0.031258,119.504585,-1.147957,169.379456,1.003540,1
172,5.733569,,0.031137,0.002939,-0.014212,120.456825,0.952240,168.947113,-0.432343,1
173,5.766903,,0.064760,0.033623,0.005184,122.375023,1.918198,170.824890,1.877777,1
174,5.800238,,0.102124,0.037364,0.023326,119.282806,-3.092216,166.085800,-4.739090,1
175,5.833573,,0.183102,0.080978,0.036076,125.953506,6.670700,163.781952,-2.303848,1
176,5.866907,,0.116282,-0.066820,0.040593,124.044090,-1.909416,162.267044,-1.514908,1
177,5.900242,,0.117426,0.001144,0.035899,125.496140,1.452049,165.090103,2.823059,1
178,5.933577,,0.110654,-0.006773,0.023105,128.172455,2.676315,165.409027,0.318924,1
179,5.966912,,0.063634,-0.047019,0.005548,125.781136,-2.391319,172.358841,6.949814,1
180,6.000246,,0.057299,-0.006335,-0.012997,123.015694,-2.765442,173.432770,1.073929,1
181,6.033581,,0.052535,-0.004764,-0.029024,119.946381,-3.069313,169.572342,-3.860428,1
182,6.066916,,0.043103,-0.009433,-0.040499,119.922096,-0.024284,166.532990,-3.039352,1
183,6.100250,,0.035417,-0.007686,-0.046985,117.206932,-2.715164,167.640411,1.107422,1
184,6.133585,,0.034351,-0.001066,-0.049349,116.187721,-1.019211,165.506836,-2.133575,1
185,6.166920,,0.031763,-0.002588,-0.049369,116.504044,0.316322,168.042740,2.535904,1
186,6.200255,,0.039483,0.007720,-0.048464,116.544754,0.040710,170.659775,2.617035,1
187,6.233589,,0.046153,0.006670,-0.047085,117.152855,0.608101,171.223999,0.564224,1
188,6.266924,,0.047273,0.001120,-0.044337,113.026726,-4.126129,171.348358,0.124359,1
189,6.300259,,0.062139,0.014866,-0.038199,114.198555,1.171829,170.940292,-0.408066,1
190,6.333593,,0.065321,0.003182,-0.026088,112.895752,-1.302803,170.309372,-0.630920,1
191,6.366928,,0.070020,0.004699,-0.006521,110.465050,-2.430702,168.761627,-1.547745,1
192,6.400263,,0.078602,0.008582,0.020283,109.251030,-1.214020,170.039017,1.277390,1
193,6.433597,,0.158250,0.079648,0.051657,120.284065,11.033035,170.730164,0.691147,1
194,6.466932,,0.144351,-0.013900,0.082375,122.791771,2.507706,164.282608,-6.447556,1
195,6.500267,,0.158256,0.013905,0.106235,128.106949,5.315178,167.491272,3.208664,1
196,6.533602,,0.219368,0.061112,0.117108,136.228012,8.121063,171.403183,3.911911,1
197,6.566936,,0.313234,0.093866,0.111974,146.423676,10.195663,170.964035,-0.439148,1
198,6.600271,,0.235568,-0.077666,0.091120,139.528946,-6.894730,170.561035,-0.403000,1
199,6.633606,,0.092280,-0.143288,0.058374,134.255783,-5.273163,174.574783,4.013748,1
200,6.666940,,0.060635,-0.031644,0.020639,128.410202,-5.845581,169.693085,-4.881699,1
201,6.700275,,0.053379,-0.007257,-0.015322,127.427780,-0.982422,169.976212,0.283127,1
202,6.733610,,0.027330,-0.026048,-0.044068,123.145584,-4.282196,169.254883,-0.721329,1
203,6.766944,,0.043918,0.016588,-0.063269,123.807175,0.661591,170.570740,1.315857,1
204,6.800279,,0.041457,-0.002461,-0.072948,122.551537,-1.255638,170.763779,0.193039,1
205,6.833614,,0.039239,-0.002218,-0.074472,121.399544,-1.151993,171.693085,0.929306,1
206,6.866949,,0.044014,0.004775,-0.069833,122.174095,0.774551,173.134720,1.441635,1
207,6.900283,,0.037710,-0.006304,-0.060043,120.687599,-1.486496,170.731949,-2.402771,1
208,6.933618,,0.050001,0.012290,-0.045135,120.015938,-0.671661,172.089844,1.357895,1
209,6.966953,,0.070363,0.020363,-0.025115,117.638344,-2.377594,169.969299,-2.120544,1
210,7.000287,,0.062499,-0.007864,-0.000543,114.499550,-3.138794,170.517136,0.547836,1
211,7.033622,,0.084644,0.022144,0.026440,117.189110,2.689560,175.313309,4.796173,1
212,7.066957,,0.119623,0.034979,0.051784,124.617279,7.428169,171.819992,-3.493317,1
213,7.100291,,0.163373,0.043750,0.070542,130.307831,5.690552,169.754089,-2.065903,1
214,7.133626,,0.217136,0.053764,0.077882,130.925964,0.618134,164.753815,-5.000275,1
215,7.166961,,0.245113,0.027976,0.071807,137.595505,6.669540,165.681488,0.927673,1
216,7.200296,,0.132432,-0.112681,0.053297,134.575317,-3.020187,167.895813,2.214325,1
217,7.233630,,0.100977,-0.031455,0.026445,132.231628,-2.343689,172.140686,4.244873,1
218,7.266965,,0.056116,-0.044861,-0.002348,128.794128,-3.437500,170.445084,-1.695602,1
219,7.300300,,0.041340,-0.014776,-0.027152,131.099976,2.305847,168.920135,-1.524948,1
220,7.333634,,0.035041,-0.006299,-0.043711,127.648743,-3.451233,165.884781,-3.035355,1
221,7.366969,,0.044742,0.009701,-0.051231,129.680359,2.031616,165.954102,0.069321,1
222,7.400304,,0.042554,-0.002188,-0.051523,125.110374,-4.569984,167.544601,1.590500,1
223,7.433638,,0.040418,-0.002135,-0.048114,123.507935,-1.602440,167.966415,0.421814,1
224,7.466973,,0.055347,0.014928,-0.044770,125.245834,1.737900,167.860260,-0.106155,1
225,7.500308,,0.056225,0.000878,-0.043615,127.969971,2.724136,168.484512,0.624252,1
226,7.533643,,0.059949,0.003724,-0.044441,126.184875,-1.785095,169.664398,1.179886,1
227,7.566977,,0.040292,-0.019658,-0.044602,123.300735,-2.884140,172.372925,2.708527,1
228,7.600312,,0.035328,-0.004964,-0.040300,120.820206,-2.480530,172.964493,0.591568,1
229,7.633647,,0.052731,0.017403,-0.027883,118.774666,-2.045540,171.220901,-1.743591,1
230,7.666981,,0.064547,0.011816,-0.006241,117.593964,-1.180702,171.891724,0.670822,1
231,7.700316,,0.071267,0.006720,0.022840,115.591751,-2.002213,170.237030,-1.654694,1
232,7.733651,,0.139307,0.068039,0.054415,122.368515,6.776764,170.216339,-0.020691,1
233,7.766985,,0.165271,0.025965,0.081504,124.032745,1.664230,165.530563,-4.685776,1
234,7.800320,,0.187342,0.022071,0.097440,129.546066,5.513321,166.528702,0.998138,1
235,7.833655,,0.243813,0.056470,0.097411,135.361221,5.815155,165.510544,-1.018158,1
236,7.866990,,0.209599,-0.034214,0.081366,136.623901,1.262680,166.706573,1.196030,1
237,7.900324,,0.097061,-0.112538,0.052919,133.982285,-2.641617,170.927689,4.221115,1
238,7.933659,,0.067094,-0.029967,0.018724,134.433502,0.451218,170.059021,-0.868668,1
239,7.966994,,0.041151,-0.025942,-0.013426,128.451477,-5.982025,171.501907,1.442886,1
240,8.000328,,0.047828,0.006677,-0.037410,130.465149,2.013672,165.928345,-5.573563,1
241,8.033663,,0.034239,-0.013589,-0.049749,127.202560,-3.262589,165.304657,-0.623688,1
242,8.066998,,0.045463,0.011224,-0.051121,125.470772,-1.731789,165.087433,-0.217224,1
243,8.100333,,0.037923,-0.007540,-0.044757,120.579971,-4.890800,166.628403,1.540970,1
244,8.133667,,0.049645,0.011722,-0.035483,122.408669,1.828697,167.726288,1.097885,1
245,8.167002,,0.055739,0.006094,-0.028098,124.325371,1.916702,165.929398,-1.796890,1
246,8.200337,,0.053984,-0.001755,-0.025608,122.735268,-1.590103,170.021576,4.092178,1
247,8.233671,,0.063514,0.009530,-0.028611,124.142609,1.407341,170.999771,0.978195,1
248,8.267006,,0.048064,-0.015450,-0.034735,124.086983,-0.055626,169.587845,-1.411926,1
249,8.300341,,0.043895,-0.004168,-0.039907,121.483025,-2.603958,171.746628,2.158783,1
250,8.333675,,0.054866,0.010971,-0.039302,119.536713,-1.946312,172.223709,0.477081,1
251,8.367010,,0.061045,0.006179,-0.029574,117.999191,-1.537521,173.139236,0.915527,1
252,8.400345,,0.065070,0.004025,-0.009832,116.652122,-1.347069,171.506378,-1.632858,1
253,8.433680,,0.064483,-0.000587,0.017574,113.543121,-3.109001,170.776810,-0.729568,1
254,8.467014,,0.074932,0.010449,0.046810,114.866158,1.323036,175.219147,4.442337,1
255,8.500349,,0.158449,0.083517,0.070696,127.859261,12.993103,169.792908,-5.426239,1
256,8.533684,,0.221013,0.062563,0.082190,130.763016,2.903755,166.709915,-3.082993,1
257,8.567018,,0.259442,0.038429,0.077870,135.462296,4.699280,162.059341,-4.650574,1
258,8.600353,,0.153868,-0.105573,0.058370,134.799545,-0.662750,165.484375,3.425034,1
259,8.633688,,0.066586,-0.087282,0.028495,131.331055,-3.468491,167.414368,1.929993,1
260,8.667022,,0.029744,-0.036842,-0.003865,129.492844,-1.838211,167.928207,0.513840,1
261,8.700357,,0.016946,-0.012798,-0.031229,128.663330,-0.829514,166.292511,-1.635696,1
262,8.733692,,0.046582,0.029636,-0.048065,128.376938,-0.286392,166.643845,0.351334,1
263,8.767027,,0.053054,0.006472,-0.053017,125.377327,-2.999611,168.267899,1.624054,1
264,8.800361,,0.053219,0.000166,-0.047918,124.777878,-0.599449,167.764557,-0.503342,1
265,8.833696,,0.051318,-0.001902,-0.036895,125.165405,0.387527,170.087906,2.323349,1
266,8.867031,,0.056542,0.005225,-0.024986,127.581421,2.416016,171.462891,1.374985,1
267,8.900365,,0.070173,0.013631,-0.016008,127.519119,-0.062302,172.133896,0.671005,1
268,8.933700,,0.081698,0.011525,-0.011849,127.988457,0.469337,173.097488,0.963593,1
269,8.967035,,0.083083,0.001385,-0.011709,128.205536,0.217079,172.448746,-0.648743,1
270,9.000369,,0.065980,-0.017103,-0.013033,127.183189,-1.022346,172.539703,0.090958,1
271,9.033704,,0.061916,-0.004064,-0.012339,126.064369,-1.118820,171.277649,-1.262054,1
272,9.067039,,0.065334,0.003418,-0.006825,124.985825,-1.078545,171.172638,-0.105011,1
273,9.100374,,0.068868,0.003534,0.004659,122.330017,-2.655807,171.810104,0.637466,1
274,9.133708,,0.104437,0.035569,0.021156,123.825790,1.495773,169.326019,-2.484085,1
275,9.167043,,0.149452,0.045015,0.039498,125.976608,2.150818,160.376984,-8.949036,1
276,9.200378,,0.141179,-0.008273,0.055688,123.066574,-2.910034,155.739075,-4.637909,1
277,9.233712,,0.143592,0.002413,0.065687,126.539497,3.472923,154.531204,-1.207870,1
278,9.267047,,0.151844,0.008252,0.067106,129.697464,3.157967,157.640472,3.109268,1
279,9.300382,,0.130114,-0.021730,0.059395,127.674149,-2.023315,162.702194,5.061722,1
280,9.333716,,0.166536,0.036422,0.043994,135.549408,7.875259,167.229401,4.527206,1
281,9.367051,,0.096063,-0.070473,0.024361,137.572235,2.022827,176.516937,9.287537,1
282,9.400386,,0.052824,-0.043239,0.004372,132.366837,-5.205399,177.406738,0.889801,1
283,9.433721,,0.066466,0.013642,-0.012365,132.571884,0.205048,172.599396,-4.807343,1
284,9.467055,,0.059649,-0.006817,-0.023800,131.361008,-1.210876,172.685013,0.085617,1
285,9.500390,,0.059821,0.000172,-0.029592,127.121857,-4.239151,166.490326,-6.194687,1
286,9.533725,,0.034835,-0.024986,-0.030957,126.535118,-0.586739,173.454849,6.964523,1
287,9.567059,,0.054751,0.019916,-0.030295,127.307312,0.772194,172.068924,-1.385925,1
288,9.600394,,0.057620,0.002869,-0.029912,126.844086,-0.463226,171.075546,-0.993378,1
289,9.633729,,0.049006,-0.008614,-0.031377,124.001144,-2.842941,171.435654,0.360107,1
290,9.667063,,0.039417,-0.009589,-0.034740,124.671257,0.670113,171.370773,-0.064880,1
291,9.700398,,0.049225,0.009809,-0.038616,121.299103,-3.372154,171.656891,0.286118,1
292,9.733733,,0.048270,-0.000956,-0.040459,119.802429,-1.496674,172.799225,1.142334,1
293,9.767068,,0.044506,-0.003764,-0.037621,120.374420,0.571991,172.376205,-0.423019,1
